2024-09-28 16:27:37.983,192.168.15.107 - 2024-09-28 16:27:37.835
2024-09-28 16:27:39.077,192.168.15.107 - 2024-09-28 16:27:38.836
2024-09-28 16:27:39.998,192.168.15.107 - 2024-09-28 16:27:39.837
2024-09-28 16:27:41.021,192.168.15.107 - 2024-09-28 16:27:40.838
2024-09-28 16:27:42.148,192.168.15.107 - 2024-09-28 16:27:41.839
2024-09-28 16:27:43.173,192.168.15.107 - 2024-09-28 16:27:42.840
2024-09-28 16:27:45.571,192.168.15.107 - 2024-09-28 16:27:43.841
2024-09-28 16:27:45.571,192.168.15.107 - 2024-09-28 16:27:44.842
2024-09-28 16:27:46.040,192.168.15.107 - 2024-09-28 16:27:45.843
2024-09-28 16:27:47.064,192.168.15.107 - 2024-09-28 16:27:46.844
2024-09-28 16:27:48.088,192.168.15.107 - 2024-09-28 16:27:47.845
2024-09-28 16:27:49.112,192.168.15.107 - 2024-09-28 16:27:48.846
2024-09-28 16:27:50.033,192.168.15.107 - 2024-09-28 16:27:49.847
2024-09-28 16:27:50.966,192.168.15.107 - 2024-09-28 16:27:50.848
2024-09-28 16:27:53.004,192.168.15.107 - 2024-09-28 16:27:51.849
2024-09-28 16:27:53.207,192.168.15.107 - 2024-09-28 16:27:52.850
2024-09-28 16:27:53.986,192.168.15.107 - 2024-09-28 16:27:53.851
2024-09-28 16:27:55.973,192.168.15.107 - 2024-09-28 16:27:54.852
2024-09-28 16:27:56.280,192.168.15.107 - 2024-09-28 16:27:55.853
2024-09-28 16:27:57.100,192.168.15.107 - 2024-09-28 16:27:56.854
2024-09-28 16:27:57.980,192.168.15.107 - 2024-09-28 16:27:57.855
2024-09-28 16:27:59.045,192.168.15.107 - 2024-09-28 16:27:58.856
2024-09-28 16:28:16.557,192.168.15.107 - 2024-09-28 16:27:59.857
2024-09-28 16:28:16.557,192.168.15.107 - 2024-09-28 16:28:00.858
2024-09-28 16:28:16.557,192.168.15.107 - 2024-09-28 16:28:01.859
2024-09-28 16:28:16.558,192.168.15.107 - 2024-09-28 16:28:02.860
2024-09-28 16:28:16.558,192.168.15.107 - 2024-09-28 16:28:03.861
2024-09-28 16:28:16.558,192.168.15.107 - 2024-09-28 16:28:04.862
2024-09-28 16:28:16.558,192.168.15.107 - 2024-09-28 16:28:05.863
2024-09-28 16:28:16.558,192.168.15.107 - 2024-09-28 16:28:06.864
