2024-09-22 15:35:27.323,192.168.15.107 - 1969-12-31 21:00:00.861
2024-09-22 15:35:27.324,192.168.15.107 - 1969-12-31 21:00:00.962
2024-09-22 15:35:27.406,192.168.15.107 - 1969-12-31 21:00:01.063
2024-09-22 15:35:27.526,192.168.15.107 - 1969-12-31 21:00:01.164
2024-09-22 15:35:27.575,192.168.15.107 - 1969-12-31 21:00:01.265
2024-09-22 15:35:27.708,192.168.15.107 - 1969-12-31 21:00:01.366
2024-09-22 15:35:27.790,192.168.15.107 - 1969-12-31 21:00:01.467
2024-09-22 15:35:27.885,192.168.15.107 - 1969-12-31 21:00:01.568
2024-09-22 15:35:28.142,192.168.15.107 - 1969-12-31 21:00:01.669
2024-09-22 15:35:28.142,192.168.15.107 - 1969-12-31 21:00:01.770
2024-09-22 15:35:28.171,192.168.15.107 - 1969-12-31 21:00:01.871
2024-09-22 15:35:28.450,192.168.15.107 - 1969-12-31 21:00:01.972
2024-09-22 15:35:28.450,192.168.15.107 - 1969-12-31 21:00:02.073
2024-09-22 15:35:28.482,192.168.15.107 - 1969-12-31 21:00:02.174
2024-09-22 15:35:28.585,192.168.15.107 - 1969-12-31 21:00:02.275
2024-09-22 15:35:28.680,192.168.15.107 - 1969-12-31 21:00:02.376
2024-09-22 15:35:28.962,192.168.15.107 - 1969-12-31 21:00:02.477
2024-09-22 15:35:28.963,192.168.15.107 - 1969-12-31 21:00:02.578
2024-09-22 15:35:28.996,192.168.15.107 - 1969-12-31 21:00:02.679
2024-09-22 15:35:29.108,192.168.15.107 - 1969-12-31 21:00:02.780
2024-09-22 15:35:29.188,192.168.15.107 - 1969-12-31 21:00:02.881
2024-09-22 15:35:29.310,192.168.15.107 - 1969-12-31 21:00:02.982
2024-09-22 15:35:29.394,192.168.15.107 - 1969-12-31 21:00:03.083
2024-09-22 15:35:29.486,192.168.15.107 - 1969-12-31 21:00:03.184
2024-09-22 15:35:29.781,192.168.15.107 - 1969-12-31 21:00:03.285
2024-09-22 15:35:29.781,192.168.15.107 - 1969-12-31 21:00:03.386
2024-09-22 15:35:29.781,192.168.15.107 - 1969-12-31 21:00:03.487
2024-09-22 15:35:29.987,192.168.15.107 - 1969-12-31 21:00:03.588
2024-09-22 15:35:30.029,192.168.15.107 - 1969-12-31 21:00:03.689
2024-09-22 15:35:30.120,192.168.15.107 - 1969-12-31 21:00:03.790
2024-09-22 15:35:30.205,192.168.15.107 - 1969-12-31 21:00:03.891
2024-09-22 15:35:30.287,192.168.15.107 - 1969-12-31 21:00:03.992
2024-09-22 15:35:30.383,192.168.15.107 - 1969-12-31 21:00:04.093
2024-09-22 15:35:30.552,192.168.15.107 - 1969-12-31 21:00:04.194
2024-09-22 15:35:30.580,192.168.15.107 - 1969-12-31 21:00:04.295
2024-09-22 15:35:30.703,192.168.15.107 - 1969-12-31 21:00:04.396
2024-09-22 15:35:30.788,192.168.15.107 - 1969-12-31 21:00:04.497
2024-09-22 15:35:31.010,192.168.15.107 - 2024-09-22 15:35:30.867
2024-09-22 15:35:31.011,192.168.15.107 - 2024-09-22 15:35:30.968
2024-09-22 15:35:31.086,192.168.15.107 - 2024-09-22 15:35:31.069
2024-09-22 15:35:31.189,192.168.15.107 - 2024-09-22 15:35:31.170
2024-09-22 15:35:31.295,192.168.15.107 - 2024-09-22 15:35:31.271
2024-09-22 15:35:31.304,192.168.15.134 - 1969-12-31 21:00:01.210
2024-09-22 15:35:31.522,192.168.15.107 - 2024-09-22 15:35:31.372
2024-09-22 15:35:31.522,192.168.15.134 - 1969-12-31 21:00:01.310
2024-09-22 15:35:31.522,192.168.15.134 - 1969-12-31 21:00:01.411
2024-09-22 15:35:31.522,192.168.15.107 - 2024-09-22 15:35:31.473
2024-09-22 15:35:31.595,192.168.15.107 - 2024-09-22 15:35:31.574
