2024-09-22 14:18:46.522,192.168.15.107 - 2024-09-22 14:18:46.302,2024-09-22 14:18:46.302
2024-09-22 14:18:46.522,192.168.15.107 - 2024-09-22 14:18:46.312,2024-09-22 14:18:46.312
2024-09-22 14:18:46.523,192.168.15.107 - 2024-09-22 14:18:46.323,2024-09-22 14:18:46.323
2024-09-22 14:18:46.523,192.168.15.107 - 2024-09-22 14:18:46.334,2024-09-22 14:18:46.334
2024-09-22 14:18:46.523,192.168.15.107 - 2024-09-22 14:18:46.345,2024-09-22 14:18:46.345
2024-09-22 14:18:46.524,192.168.15.107 - 2024-09-22 14:18:46.357,2024-09-22 14:18:46.357
2024-09-22 14:18:46.525,192.168.15.107 - 2024-09-22 14:18:46.368,2024-09-22 14:18:46.368
2024-09-22 14:18:46.525,192.168.15.107 - 2024-09-22 14:18:46.378,2024-09-22 14:18:46.378
2024-09-22 14:18:46.740,192.168.15.107 - 2024-09-22 14:18:46.390,2024-09-22 14:18:46.390
2024-09-22 14:18:46.740,192.168.15.107 - 2024-09-22 14:18:46.401,2024-09-22 14:18:46.401
2024-09-22 14:18:46.740,192.168.15.107 - 2024-09-22 14:18:46.412,2024-09-22 14:18:46.412
2024-09-22 14:18:46.741,192.168.15.107 - 2024-09-22 14:18:46.423,2024-09-22 14:18:46.423
2024-09-22 14:18:46.741,192.168.15.107 - 2024-09-22 14:18:46.434,2024-09-22 14:18:46.434
2024-09-22 14:18:46.741,192.168.15.107 - 2024-09-22 14:18:46.445,2024-09-22 14:18:46.445
2024-09-22 14:18:46.741,192.168.15.107 - 2024-09-22 14:18:46.455,2024-09-22 14:18:46.455
2024-09-22 14:18:46.741,192.168.15.107 - 2024-09-22 14:18:46.466,2024-09-22 14:18:46.466
2024-09-22 14:18:46.741,192.168.15.107 - 2024-09-22 14:18:46.477,2024-09-22 14:18:46.477
2024-09-22 14:18:46.741,192.168.15.107 - 2024-09-22 14:18:46.488,2024-09-22 14:18:46.488
2024-09-22 14:18:46.757,192.168.15.107 - 2024-09-22 14:18:46.499,2024-09-22 14:18:46.499
2024-09-22 14:18:46.758,192.168.15.107 - 2024-09-22 14:18:46.510,2024-09-22 14:18:46.510
2024-09-22 14:18:46.758,192.168.15.107 - 2024-09-22 14:18:46.521,2024-09-22 14:18:46.521
2024-09-22 14:18:46.761,192.168.15.107 - 2024-09-22 14:18:46.532,2024-09-22 14:18:46.532
2024-09-22 14:18:46.761,192.168.15.107 - 2024-09-22 14:18:46.544,2024-09-22 14:18:46.544
2024-09-22 14:18:46.761,192.168.15.107 - 2024-09-22 14:18:46.554,2024-09-22 14:18:46.554
2024-09-22 14:18:46.842,192.168.15.107 - 2024-09-22 14:18:46.565,2024-09-22 14:18:46.565
2024-09-22 14:18:46.842,192.168.15.107 - 2024-09-22 14:18:46.576,2024-09-22 14:18:46.576
2024-09-22 14:18:46.842,192.168.15.107 - 2024-09-22 14:18:46.587,2024-09-22 14:18:46.587
2024-09-22 14:18:46.842,192.168.15.107 - 2024-09-22 14:18:46.599,2024-09-22 14:18:46.599
2024-09-22 14:18:46.842,192.168.15.107 - 2024-09-22 14:18:46.610,2024-09-22 14:18:46.610
2024-09-22 14:18:46.842,192.168.15.107 - 2024-09-22 14:18:46.621,2024-09-22 14:18:46.621
2024-09-22 14:18:46.842,192.168.15.107 - 2024-09-22 14:18:46.632,2024-09-22 14:18:46.632
2024-09-22 14:18:46.842,192.168.15.107 - 2024-09-22 14:18:46.643,2024-09-22 14:18:46.643
2024-09-22 14:18:46.862,192.168.15.107 - 2024-09-22 14:18:46.653,2024-09-22 14:18:46.653
2024-09-22 14:18:46.862,192.168.15.107 - 2024-09-22 14:18:46.665,2024-09-22 14:18:46.665
2024-09-22 14:18:46.863,192.168.15.107 - 2024-09-22 14:18:46.676,2024-09-22 14:18:46.676
2024-09-22 14:18:46.863,192.168.15.107 - 2024-09-22 14:18:46.687,2024-09-22 14:18:46.687
2024-09-22 14:18:46.865,192.168.15.107 - 2024-09-22 14:18:46.697,2024-09-22 14:18:46.697
2024-09-22 14:18:46.869,192.168.15.107 - 2024-09-22 14:18:46.708,2024-09-22 14:18:46.708
2024-09-22 14:18:46.869,192.168.15.107 - 2024-09-22 14:18:46.719,2024-09-22 14:18:46.719
2024-09-22 14:18:46.940,192.168.15.107 - 2024-09-22 14:18:46.730,2024-09-22 14:18:46.730
2024-09-22 14:18:46.940,192.168.15.107 - 2024-09-22 14:18:46.742,2024-09-22 14:18:46.742
2024-09-22 14:18:46.940,192.168.15.107 - 2024-09-22 14:18:46.752,2024-09-22 14:18:46.752
2024-09-22 14:18:46.945,192.168.15.107 - 2024-09-22 14:18:46.764,2024-09-22 14:18:46.764
2024-09-22 14:18:46.945,192.168.15.107 - 2024-09-22 14:18:46.775,2024-09-22 14:18:46.775
2024-09-22 14:18:46.945,192.168.15.107 - 2024-09-22 14:18:46.785,2024-09-22 14:18:46.785
2024-09-22 14:18:46.945,192.168.15.107 - 2024-09-22 14:18:46.796,2024-09-22 14:18:46.796
2024-09-22 14:18:46.945,192.168.15.107 - 2024-09-22 14:18:46.808,2024-09-22 14:18:46.808
2024-09-22 14:18:46.945,192.168.15.107 - 2024-09-22 14:18:46.819,2024-09-22 14:18:46.819
2024-09-22 14:18:47.038,192.168.15.107 - 2024-09-22 14:18:46.830,2024-09-22 14:18:46.830
2024-09-22 14:18:47.044,192.168.15.107 - 2024-09-22 14:18:46.841,2024-09-22 14:18:46.841
2024-09-22 14:18:47.044,192.168.15.107 - 2024-09-22 14:18:46.852,2024-09-22 14:18:46.852
2024-09-22 14:18:47.044,192.168.15.107 - 2024-09-22 14:18:46.863,2024-09-22 14:18:46.863
