2,1,37,2024-09-28 16:50:20
3,1,37,2024-09-28 16:50:40
2,1,38,2024-09-28 16:51:00
4,1,38,2024-09-28 16:51:20
11,1,38,2024-09-28 16:51:40
10,1,39,2024-09-28 16:52:00
8,1,39,2024-09-28 16:52:15
8,1,39,2024-09-28 16:52:30
7,1,39,2024-09-28 16:52:45
4,1,40,2024-09-28 16:53:00
6,1,41,2024-09-28 16:54:00
10,1,41,2024-09-28 16:54:15
14,1,41,2024-09-28 16:54:30
8,1,41,2024-09-28 16:54:45
6,1,42,2024-09-28 16:55:00
8,1,42,2024-09-28 16:55:15
7,1,42,2024-09-28 16:55:30
9,1,42,2024-09-28 16:55:45
6,1,43,2024-09-28 16:56:00
6,1,43,2024-09-28 16:56:30
9,1,44,2024-09-28 16:57:00
6,1,44,2024-09-28 16:57:30
3,1,45,2024-09-28 16:58:00
2,1,45,2024-09-28 16:58:30
