2,1,57,2024-09-28 17:09:00
2,1,57,2024-09-28 17:09:20
2,1,57,2024-09-28 17:09:40
12,1,58,2024-09-28 17:10:00
12,1,58,2024-09-28 17:10:20
10,1,58,2024-09-28 17:10:40
12,1,59,2024-09-28 17:11:00
10,1,59,2024-09-28 17:11:15
14,1,59,2024-09-28 17:11:30
4,1,59,2024-09-28 17:11:45
2,1,60,2024-09-28 17:12:00
4,1,60,2024-09-28 17:12:15
8,1,60,2024-09-28 17:12:30
7,1,60,2024-09-28 17:12:45
2,1,61,2024-09-28 17:13:00
8,1,61,2024-09-28 17:13:15
10,1,61,2024-09-28 17:13:30
12,1,61,2024-09-28 17:13:45
10,1,62,2024-09-28 17:14:00
12,1,62,2024-09-28 17:14:15
10,1,62,2024-09-28 17:14:30
9,1,62,2024-09-28 17:14:45
2,1,63,2024-09-28 17:15:00
