2024-09-28 17:09:43.672,192.168.15.107,2024-09-28 17:09:43.435
2024-09-28 17:09:43.672,192.168.15.107,2024-09-28 17:09:43.437
2024-09-28 17:09:43.672,192.168.15.107,2024-09-28 17:09:43.448
2024-09-28 17:09:43.672,192.168.15.107,2024-09-28 17:09:43.450
2024-09-28 17:09:43.672,192.168.15.107,2024-09-28 17:09:43.452
2024-09-28 17:09:43.672,192.168.15.107,2024-09-28 17:09:43.463
2024-09-28 17:09:43.672,192.168.15.107,2024-09-28 17:09:43.465
2024-09-28 17:09:43.672,192.168.15.107,2024-09-28 17:09:43.467
2024-09-28 17:09:43.672,192.168.15.107,2024-09-28 17:09:43.479
2024-09-28 17:09:43.936,192.168.15.107,2024-09-28 17:09:43.480
2024-09-28 17:09:43.936,192.168.15.107,2024-09-28 17:09:43.484
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.515
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.517
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.519
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.521
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.532
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.534
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.545
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.547
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.549
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.560
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.562
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.564
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.576
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.578
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.580
2024-09-28 17:09:43.937,192.168.15.107,2024-09-28 17:09:43.591
2024-09-28 17:09:43.938,192.168.15.107,2024-09-28 17:09:43.593
2024-09-28 17:09:43.938,192.168.15.107,2024-09-28 17:09:43.595
2024-09-28 17:09:43.938,192.168.15.107,2024-09-28 17:09:43.606
2024-09-28 17:09:43.938,192.168.15.107,2024-09-28 17:09:43.608
2024-09-28 17:09:43.938,192.168.15.107,2024-09-28 17:09:43.610
2024-09-28 17:09:43.938,192.168.15.107,2024-09-28 17:09:43.621
2024-09-28 17:09:43.938,192.168.15.107,2024-09-28 17:09:43.623
2024-09-28 17:09:43.938,192.168.15.107,2024-09-28 17:09:43.625
2024-09-28 17:09:43.938,192.168.15.107,2024-09-28 17:09:43.636
2024-09-28 17:09:43.960,192.168.15.107,2024-09-28 17:09:43.638
2024-09-28 17:09:43.960,192.168.15.107,2024-09-28 17:09:43.643
2024-09-28 17:09:43.960,192.168.15.107,2024-09-28 17:09:43.650
2024-09-28 17:09:43.960,192.168.15.107,2024-09-28 17:09:43.651
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.653
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.665
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.666
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.668
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.680
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.681
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.683
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.694
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.696
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.707
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.709
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.711
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.723
2024-09-28 17:09:43.961,192.168.15.107,2024-09-28 17:09:43.724
2024-09-28 17:09:43.962,192.168.15.107,2024-09-28 17:09:43.726
2024-09-28 17:09:43.962,192.168.15.107,2024-09-28 17:09:43.737
2024-09-28 17:09:43.962,192.168.15.107,2024-09-28 17:09:43.739
2024-09-28 17:09:43.962,192.168.15.107,2024-09-28 17:09:43.741
2024-09-28 17:09:43.962,192.168.15.107,2024-09-28 17:09:43.752
2024-09-28 17:09:43.962,192.168.15.107,2024-09-28 17:09:43.754
2024-09-28 17:09:43.962,192.168.15.107,2024-09-28 17:09:43.756
2024-09-28 17:09:43.962,192.168.15.107,2024-09-28 17:09:43.767
2024-09-28 17:09:43.962,192.168.15.107,2024-09-28 17:09:43.769
2024-09-28 17:09:44.244,192.168.15.107,2024-09-28 17:09:43.771
2024-09-28 17:09:44.244,192.168.15.107,2024-09-28 17:09:43.785
2024-09-28 17:09:44.244,192.168.15.107,2024-09-28 17:09:43.818
2024-09-28 17:09:44.244,192.168.15.107,2024-09-28 17:09:43.819
2024-09-28 17:09:44.244,192.168.15.107,2024-09-28 17:09:43.821
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.832
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.834
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.836
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.847
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.849
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.851
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.862
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.864
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.866
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.878
2024-09-28 17:09:44.245,192.168.15.107,2024-09-28 17:09:43.880
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.882
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.893
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.895
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.897
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.908
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.910
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.912
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.923
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.925
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.927
2024-09-28 17:09:44.246,192.168.15.107,2024-09-28 17:09:43.938
2024-09-28 17:09:44.276,192.168.15.107,2024-09-28 17:09:43.940
2024-09-28 17:09:44.276,192.168.15.107,2024-09-28 17:09:43.945
2024-09-28 17:09:44.276,192.168.15.107,2024-09-28 17:09:43.952
2024-09-28 17:09:44.276,192.168.15.107,2024-09-28 17:09:43.954
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:43.956
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:43.968
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:43.970
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:43.972
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:43.985
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:43.987
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:43.989
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:43.991
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:44.002
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:44.004
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:44.006
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:44.018
2024-09-28 17:09:44.277,192.168.15.107,2024-09-28 17:09:44.019
