2024-09-28 13:54:53.038,2024-09-28 13:54:53.148
2024-09-28 13:54:54.025,2024-09-28 13:54:54.149
2024-09-28 13:54:55.038,2024-09-28 13:54:55.150
2024-09-28 13:54:56.022,2024-09-28 13:54:56.152
2024-09-28 13:54:57.030,2024-09-28 13:54:57.153
2024-09-28 13:54:58.030,2024-09-28 13:54:58.155
2024-09-28 13:54:59.032,2024-09-28 13:54:59.156
2024-09-28 13:55:00.034,2024-09-28 13:55:00.157
2024-09-28 13:55:01.031,2024-09-28 13:55:01.158
2024-09-28 13:55:02.033,2024-09-28 13:55:02.160
2024-09-28 13:55:03.031,2024-09-28 13:55:03.161
2024-09-28 13:55:04.052,2024-09-28 13:55:04.162
2024-09-28 13:55:05.046,2024-09-28 13:55:05.164
2024-09-28 13:55:06.042,2024-09-28 13:55:06.166
2024-09-28 13:55:07.038,2024-09-28 13:55:07.166
2024-09-28 13:55:08.045,2024-09-28 13:55:08.168
2024-09-28 13:55:09.043,2024-09-28 13:55:09.169
2024-09-28 13:55:10.043,2024-09-28 13:55:10.171
2024-09-28 13:55:11.053,2024-09-28 13:55:11.172
2024-09-28 13:55:12.047,2024-09-28 13:55:12.173
2024-09-28 13:55:13.060,2024-09-28 13:55:13.175
2024-09-28 13:55:14.052,2024-09-28 13:55:14.176
2024-09-28 13:55:15.057,2024-09-28 13:55:15.178
2024-09-28 13:55:16.052,2024-09-28 13:55:16.178
2024-09-28 13:55:17.067,2024-09-28 13:55:17.180
2024-09-28 13:55:18.056,2024-09-28 13:55:18.181
2024-09-28 13:55:19.055,2024-09-28 13:55:19.182
2024-09-28 13:55:20.063,2024-09-28 13:55:20.184
2024-09-28 13:55:21.057,2024-09-28 13:55:21.185
2024-09-28 13:55:22.074,2024-09-28 13:55:22.186
2024-09-28 13:55:23.068,2024-09-28 13:55:23.188
2024-09-28 13:55:24.064,2024-09-28 13:55:24.189
2024-09-28 13:55:25.085,2024-09-28 13:55:25.191
2024-09-28 13:55:26.068,2024-09-28 13:55:26.192
2024-09-28 13:55:27.069,2024-09-28 13:55:27.193
2024-09-28 13:55:28.071,2024-09-28 13:55:28.194
2024-09-28 13:55:29.070,2024-09-28 13:55:29.196
2024-09-28 13:55:30.072,2024-09-28 13:55:30.198
2024-09-28 13:55:31.076,2024-09-28 13:55:31.198
2024-09-28 13:55:32.074,2024-09-28 13:55:32.200
2024-09-28 13:55:33.077,2024-09-28 13:55:33.201
2024-09-28 13:55:34.090,2024-09-28 13:55:34.203
2024-09-28 13:55:35.077,2024-09-28 13:55:35.204
2024-09-28 13:55:36.086,2024-09-28 13:55:36.205
2024-09-28 13:55:37.090,2024-09-28 13:55:37.207
2024-09-28 13:55:38.081,2024-09-28 13:55:38.208
2024-09-28 13:55:39.090,2024-09-28 13:55:39.210
2024-09-28 13:55:40.087,2024-09-28 13:55:40.212
2024-09-28 13:55:41.094,2024-09-28 13:55:41.213
2024-09-28 13:55:42.088,2024-09-28 13:55:42.214
2024-09-28 13:55:43.098,2024-09-28 13:55:43.216
2024-09-28 13:55:44.093,2024-09-28 13:55:44.217
2024-09-28 13:55:45.093,2024-09-28 13:55:45.218
2024-09-28 13:55:46.098,2024-09-28 13:55:46.220
2024-09-28 13:55:47.097,2024-09-28 13:55:47.221
2024-09-28 13:55:48.096,2024-09-28 13:55:48.222
2024-09-28 13:55:49.102,2024-09-28 13:55:49.224
2024-09-28 13:55:50.103,2024-09-28 13:55:50.225
2024-09-28 13:55:51.107,2024-09-28 13:55:51.226
2024-09-28 13:55:52.144,2024-09-28 13:55:52.228
2024-09-28 13:55:53.106,2024-09-28 13:55:53.229
